Step,Value
7451,0.1266689
7461,0.126475573
7464,0.134361789
7479,0.136069953
7512,0.122625694
7610,0.122461937
7645,0.124005467
7688,0.123203516
7694,0.118214145
7761,0.13017346
7781,0.125851184
7789,0.12993376
7799,0.134670824
7834,0.125355914
7901,0.115492411
7933,0.120689437
7992,0.121700801
8027,0.127731383
8038,0.130629033
8050,0.140321732
8067,0.131401956
8181,0.128295168
8216,0.134506956
8222,0.119955607
8291,0.113990702
8335,0.114914678
8341,0.121901713
8364,0.125328526
8369,0.129257068
8378,0.125503734
8468,0.126339361
8471,0.128770888
8499,0.131142139
8509,0.113334723
8567,0.131669
8602,0.117222592
8635,0.108971693
8636,0.127355233
8691,0.11322213
8696,0.133697644
8820,0.119289815
8823,0.123821743
8879,0.129396215
8886,0.119919248
8905,0.120088145
8908,0.139219657
8929,0.142386913
8936,0.134986401
8959,0.116757534
8976,0.109785616
8994,0.118872046
9000,0.121181734
9010,0.124507621
9056,0.129583463
9064,0.129718423
9227,0.133280367
9234,0.119217686
9261,0.123981059
9308,0.111143909
9317,0.11962381
9349,0.135153532
9370,0.119005665
9413,0.13327904
9416,0.125628233
9436,0.126877099
9443,0.118680716
9469,0.122337051
9539,0.116123445
9548,0.126099586
9555,0.12037909
9568,0.124371521
9590,0.113815784
9628,0.121892139
9658,0.134306356
9681,0.125098601
9699,0.134159505
9769,0.118017279
9841,0.111024253
9844,0.115295053
9884,0.118203819
9908,0.138804778
9973,0.121444233
10051,0.11822699
10056,0.127716705
10059,0.119931102
10085,0.121754304
10129,0.128391966
10145,0.139159456
10169,0.127830043
10186,0.112906523
10257,0.119548805
10277,0.115802005
10284,0.126602396
10397,0.130407989
10400,0.130851939
10421,0.12849687
10480,0.128150448
10490,0.141510412
10494,0.113904983
10523,0.113083713
10555,0.125752524
10556,0.110152811
10608,0.118267797
10625,0.121032946
10639,0.118623726
10655,0.137633145
10672,0.126188815
10712,0.12167903
10758,0.125356883
10759,0.118564807
10781,0.123313025
10788,0.120171018
10816,0.119337015
10826,0.120989852
10831,0.11726132
10842,0.122650199
10851,0.12373846
10865,0.151850462
10903,0.110633872
10906,0.124587923
10940,0.125505269
10944,0.132047519
10967,0.125057265
10973,0.113011949
10975,0.118342534
11015,0.139507413
11021,0.113652498
11034,0.123591602
11039,0.127889678
11103,0.124610551
11122,0.121956445
11131,0.123711944
11176,0.115226418
11199,0.118659839
11201,0.12068937
11202,0.120398782
11261,0.120867364
11273,0.121687174
11420,0.122589946
11473,0.115562558
11493,0.116968982
11524,0.126669735
11533,0.124896623
11550,0.116457932
11558,0.116359644
11567,0.114588685
11598,0.131892502
11637,0.124492414
11649,0.128202811
11672,0.12140125
11686,0.118124172
11688,0.126516119
11760,0.112632953
11874,0.149872497
11949,0.12650539
11970,0.141829029
11975,0.122446693
11989,0.132889569
12004,0.120015278
12011,0.11725606
12030,0.125331044
12042,0.119126812
12139,0.126342386
12165,0.12334545
12169,0.116247058
12185,0.117087662
12227,0.116544805
12291,0.133737206
12294,0.115183346
12310,0.116345853
12397,0.140043169
12406,0.116378233
12437,0.11347425
12459,0.112598605
12554,0.115456052
12626,0.109061226
12672,0.115878567
12700,0.120918788
12759,0.122077197
12775,0.123115361
12806,0.12097235
12835,0.10515783
12865,0.128536597
12878,0.124618806
12897,0.117968164
12940,0.131485343
12960,0.12014202
13018,0.117871635
13035,0.131030664
13062,0.107830018
13083,0.124607652
13095,0.110113122
13110,0.117257625
13114,0.110232666
13131,0.125449523
13167,0.118671276
13207,0.133456662
13208,0.115439333
13212,0.116798684
13240,0.113662198
13314,0.104134597
13350,0.115489185
13403,0.12368279
13407,0.118502751
13427,0.137531191
13476,0.107697614
13505,0.118985109
13547,0.122109823
13598,0.121078439
13613,0.120354772
13621,0.123446479
13627,0.119597331
13680,0.125070721
13683,0.102963805
13723,0.119704485
13748,0.108198427
13777,0.122647896
13811,0.117099293
13846,0.133740261
13869,0.120781288
13885,0.107216507
13938,0.120951772
13958,0.129395932
13961,0.123017311
13971,0.110454708
13977,0.1211555
13999,0.123159505
14081,0.121513851
14222,0.127282023
14228,0.121272206
14288,0.133801773
14289,0.132979661
14295,0.130648732
14304,0.117073238
14321,0.120924272
14333,0.117203958
14339,0.128467754
14398,0.124848232
14448,0.12394654
14495,0.122073844
14531,0.11094854
14555,0.110451728
14558,0.114460826
14633,0.123017468
14639,0.126327649
14669,0.125480086
14678,0.119074024
14682,0.110654607
14688,0.124097042
14747,0.132412925
14780,0.123024143
14781,0.121897921
14789,0.119824246
14793,0.113684878
14810,0.113231957
14874,0.12510556
14893,0.115899414
14926,0.110044144
14927,0.108254038
14951,0.11404524
15028,0.117442906
15091,0.104640543
15133,0.128708065
15137,0.117417768
15181,0.13228108
15200,0.127446175
15267,0.109919727
15325,0.110274717
15342,0.112534419
15348,0.125159502
15429,0.119242437
15457,0.127490282
15474,0.098572277
15476,0.117520958
15508,0.128353402
15539,0.126511782
15598,0.125180587
15741,0.113497086
15765,0.116070308
15774,0.111722641
15780,0.125688985
15826,0.128706917
15829,0.121090516
15848,0.124482639
15867,0.117938831
15980,0.125766352
15994,0.120002195
16057,0.141230628
16096,0.134477332
16117,0.130269647
16176,0.118495904
16189,0.122037165
16199,0.12775138
16203,0.117639832
16250,0.127579495
16322,0.11441803
16344,0.105407543
16361,0.121165976
16407,0.118789911
16441,0.108830459
16506,0.120058715
16560,0.123936445
16586,0.120783128
16591,0.119404539
16662,0.117321342
16666,0.120674483
16698,0.128126234
16747,0.122198209
16809,0.112001479
16810,0.105471089
16835,0.118055217
16844,0.115504988
16858,0.127258629
16900,0.120837979
16925,0.116624817
17067,0.121675394
17098,0.119187094
17132,0.127607584
17155,0.123181671
17193,0.116387472
17203,0.111496292
17240,0.122188427
17248,0.126520723
17262,0.111375868
17273,0.115010157
17291,0.109905995
17293,0.108375162
17316,0.119589686
17317,0.117908761
17318,0.11327479
17321,0.102833204
17340,0.109676138
17375,0.110100143
17392,0.109685913
17406,0.123620845
17427,0.119874053
17445,0.121275477
17455,0.123223856
17504,0.114705198
17544,0.120897874
17558,0.120907761
17564,0.104481079
17578,0.108459778
17587,0.120927222
17594,0.110758029
17595,0.121300325
17599,0.126114592
17624,0.114957526
17634,0.108321778
17654,0.116895117
17668,0.118520722
17704,0.115636557
17723,0.126550078
17772,0.112352088
17773,0.12054804
17805,0.130748227
17843,0.109699786
17954,0.115562767
17963,0.10851264
17979,0.118416265
17982,0.124997698
17991,0.115738317
18019,0.106823854
18053,0.114675
18054,0.123093873
18066,0.1310969
18105,0.111794814
18130,0.1107236
18147,0.112441748
18191,0.117921174
18215,0.105158776
18237,0.123988442
18265,0.11344301
18319,0.109057583
18363,0.118826747
18452,0.112054296
18453,0.11645674
18540,0.123945817
18548,0.121387377
18593,0.110401928
18653,0.105443478
18714,0.114285879
18721,0.107618563
18750,0.123279624
18787,0.118103229
18804,0.10718371
18846,0.1150456
18894,0.102130927
18934,0.107356675
18959,0.12352407
18978,0.103501931
18983,0.106586777
19006,0.106754124
19028,0.109003223
19049,0.117705733
19096,0.126390934
19117,0.109361455
19154,0.111965433
19170,0.114063405
19228,0.134906054
19272,0.115726538
19276,0.110318966
19301,0.111706965
19486,0.109643698
19501,0.113551497
19504,0.110660441
19526,0.1166742
19532,0.121996149
19555,0.112915084
19580,0.120999262
19595,0.113285705
19635,0.120341368
19641,0.112060681
19655,0.117031962
19666,0.115076259
19675,0.110210806
19721,0.102573469
19728,0.117459998
19732,0.119145729
19738,0.132466778
19797,0.119298615
19824,0.108334482
19847,0.12329632
19917,0.12597549
19939,0.118530743
19972,0.101771235
19980,0.118819371
19989,0.121935554
19996,0.114924781
20036,0.104341522
20049,0.12921299
20054,0.12111076
20060,0.109649941
20063,0.113943674
20139,0.125102684
20140,0.121319681
20142,0.118270978
20184,0.123428822
20187,0.115683027
20218,0.11898686
20245,0.122065976
20248,0.113835417
20253,0.123620205
20309,0.105392985
20324,0.135046616
20333,0.100784242
20335,0.121549256
20374,0.102928191
20384,0.11118187
20398,0.120842874
20441,0.108241826
20463,0.117108747
20486,0.115642115
20527,0.117159329
20540,0.09918946
20541,0.112576373
20561,0.112969786
20563,0.118216477
20568,0.110824294
20579,0.125217289
20689,0.110666111
20690,0.117113829
20707,0.121488705
20711,0.107392617
20748,0.124396823
20779,0.125929177
20780,0.11575713
20783,0.115892202
20784,0.118395858
20823,0.116160154
20832,0.135959357
20856,0.129835173
20889,0.117023245
20913,0.12256559
20914,0.120808505
20950,0.124175578
20988,0.105227187
21028,0.107039139
21036,0.121174164
21037,0.121546954
21068,0.11651282
21077,0.129709169
21081,0.125331566
21145,0.113071576
21210,0.107144527
21233,0.109450527
21249,0.126305148
21317,0.112705193
21320,0.115237847
21325,0.11172089
21392,0.114882849
21410,0.118123695
21485,0.106614105
21524,0.1094945
21525,0.105107345
21601,0.10751766
21612,0.110868134
21682,0.109265968
21695,0.116274297
21724,0.110033236
21725,0.116068184
21766,0.108447969
21790,0.108631767
21796,0.103340089
21816,0.12329144
21822,0.113977723
21843,0.106476046
21849,0.121927716
21909,0.174688146
21968,0.106377438
22000,0.121211722
22007,0.109665893
22091,0.1119157
22221,0.110913724
22246,0.135118082
22259,0.109963089
22286,0.103413835
22293,0.107920058
22304,0.109002747
22309,0.109861247
22316,0.120358311
22317,0.111357622
22331,0.125799805
22359,0.101569049
22428,0.117558956
22431,0.117529713
22473,0.110943422
22508,0.105971456
22545,0.112000726
22636,0.109558523
22638,0.113727517
22652,0.126695961
22759,0.113940418
22766,0.123766482
22778,0.114119008
22827,0.110741243
22829,0.1116786
22840,0.11782711
22841,0.120435745
22846,0.099201493
22931,0.115990967
22934,0.110539906
22935,0.117497563
23081,0.115573987
23085,0.116346166
23086,0.113071188
23103,0.10212101
23118,0.12140999
23128,0.11734356
23139,0.107114248
23144,0.116303258
23149,0.132120311
23153,0.115492135
23159,0.110647194
23183,0.105749115
23193,0.114527807
23219,0.114327043
23221,0.124022111
23230,0.111507662
23264,0.120747641
23287,0.11426533
23321,0.122312933
23338,0.124696977
23362,0.115431242
23381,0.096483782
23395,0.123410016
23428,0.118109748
23541,0.110707738
23590,0.127804458
23651,0.103633896
23671,0.113681294
23682,0.116151124
23702,0.101867869
23762,0.109658562
23775,0.113722607
23812,0.110393278
23832,0.111510858
23843,0.107698247
23929,0.12087176
23939,0.12317726
24026,0.116669394
24080,0.111284629
24117,0.116570614
24119,0.111703917
24148,0.120175481
24187,0.117441922
24235,0.113320753
24283,0.111240938
24285,0.114041962
24293,0.107888557
24323,0.098735124
24346,0.124849074
24360,0.119183436
24417,0.116024032
24513,0.116417065
24558,0.111938186
24562,0.110615954
24622,0.121304572
24668,0.115185484
24698,0.11242944
24720,0.110959135
24728,0.115115091
24791,0.113515653
24850,0.116299093
24880,0.129254982
24896,0.137838632
24902,0.119244799
24935,0.113270186
24964,0.107561275
24978,0.11553175
25009,0.11524947
25048,0.109640405
25134,0.112744585
25207,0.109982766
25232,0.115067832
25245,0.11555735
25252,0.116769426
25254,0.106683359
25333,0.117445193
25392,0.109979488
25506,0.119375728
25521,0.123206392
25573,0.104303338
25600,0.107596055
25662,0.116524279
25687,0.115212731
25748,0.1086234
25776,0.113971606
25781,0.13572
25813,0.102016002
25848,0.118282445
25864,0.117911704
25881,0.112986527
25922,0.112338066
25974,0.107476741
26016,0.12146119
26030,0.11470478
26046,0.124673195
26067,0.113712333
26076,0.106367804
26092,0.115748137
26095,0.110689722
26155,0.121780023
26156,0.110599719
26170,0.103266746
26280,0.12185432
26293,0.110640667
26304,0.103894703
26380,0.11432761
26394,0.116047226
26404,0.103122234
26410,0.101411119
26471,0.110825926
26513,0.112341434
26671,0.117883176
26709,0.115095347
26755,0.131189734
26757,0.10431879
26797,0.111236036
26798,0.102877386
26799,0.118054494
26815,0.115519233
26828,0.10970933
26830,0.109295577
26929,0.105453439
27068,0.116032295
27079,0.110856563
27143,0.11103195
27149,0.129051045
27155,0.111892872
27159,0.108584471
27160,0.117912307
27235,0.109822579
27275,0.107689589
27330,0.115723938
27439,0.112714663
27450,0.129163504
27458,0.131903827
27506,0.120200969
27530,0.114248253
27570,0.120544568
27573,0.115103096
27604,0.103467762
27614,0.108581573
27621,0.119624309
27635,0.118935943
27639,0.113128215
27696,0.124798231
27716,0.113054909
27719,0.115743384
27740,0.115785316
27826,0.112931967
27917,0.1030953
27919,0.110744119
27951,0.099882826
27969,0.103500873
27992,0.112562343
28106,0.117517084
28252,0.106827773
28278,0.116508581
28286,0.114989996
28322,0.105972864
28377,0.102216035
28439,0.113514818
28452,0.112711318
28461,0.114191279
28544,0.105277896
28573,0.117589138
28612,0.106624275
28677,0.118320987
28892,0.108897559
28971,0.107710019
28997,0.118872188
29019,0.114826605
29038,0.124163598
29058,0.116520368
29063,0.113384262
29079,0.112570293
29091,0.109706931
29107,0.107934996
29134,0.112815358
29202,0.099245302
29236,0.106773257
29251,0.106237687
29262,0.111272901
29264,0.10262394
29272,0.130849555
29277,0.131074563
29310,0.104781374
29367,0.112151742
29439,0.099464379
29472,0.111898616
29479,0.114918813
29488,0.12335898
29538,0.120263524
29541,0.115419954
29562,0.114755228
29574,0.107383855
29593,0.11355789
29612,0.11157582
29748,0.110863931
29829,0.135024786
29830,0.111675009
29834,0.114793308
29864,0.096771017
29878,0.131273076
29883,0.111406468
29896,0.130503744
29929,0.128710374
30000,0.131253064
